순번,단지명,주소,공급유형,공급면적,세대수,건축사용승인일자,제품대체일자,매입년도
205,매입다가구(서울중랑구),서울특별시 중랑구 동일로157길 42(묵동 시온아트빌),기존주택매입임대,521.68,14,2019-11-29,,2019
206,매입다가구(서울중랑구),서울특별시 중랑구 동일로157나길,기존주택매입임대,153.66,5,1993-10-27,2007-06-29,2006
207,매입다가구(서울중랑구),서울특별시 중랑구 동일로99길,기존주택매입임대,148.32,5,1994-07-28,2008-12-10,2008
208,매입다가구(서울중랑구),서울특별시 중랑구 망우로66길,기존주택매입임대,192.51,6,1991-01-14,2008-01-25,2007
209,매입다가구(서울중랑구),서울특별시 중랑구 망우로67가길,기존주택매입임대,257.15,8,2009-06-02,2009-11-27,2009
210,매입다가구(서울중랑구),서울특별시 중랑구 망우로72길,기존주택매입임대,241.72,7,1991-11-22,2008-01-09,2007
211,매입다가구(서울중랑구),서울특별시 중랑구 망우로74가길,기존주택매입임대,296.11,6,2008-11-17,2009-06-24,2009
212,매입다가구(서울중랑구),서울특별시 중랑구 면목로40길,기존주택매입임대,375.75,7,1996-11-15,2007-07-20,2007
213,매입다가구(서울중랑구),서울특별시 중랑구 면목로44마길,기존주택매입임대,130.27,4,1993-08-20,2007-06-29,2006
214,매입다가구(서울중랑구),서울특별시 중랑구 면목로54길,기존주택매입임대,454.52,10,2014-11-27,2015-03-12,2015
215,매입다가구(서울중랑구),서울특별시 중랑구 면목로56가길,기존주택매입임대,281.2,7,2011-10-27,2014-11-04,2014
216,매입다가구(서울중랑구),서울특별시 중랑구 면목로85길,기존주택매입임대,140.55,5,1993-10-13,2008-01-18,2007
217,매입다가구(서울중랑구),서울특별시 중랑구 면목로85길,기존주택매입임대,155.83,4,1990-09-27,2008-01-18,2007
218,매입다가구(서울중랑구),서울특별시 중랑구 면목천로23길,기존주택매입임대,312.78,8,1993-06-14,2007-06-29,2006
219,매입다가구(서울중랑구),서울특별시 중랑구 면목천로23길 52(면목동),기존주택매입임대,194.0025,12,2019-09-05,,2006
220,매입다가구(서울중랑구),서울특별시 중랑구 봉우재로43길 11(상봉동),기존주택매입임대,1875.49,38,2019-12-20,,2020
221,매입다가구(서울중랑구),서울특별시 중랑구 봉우재로55길,기존주택매입임대,393.12,8,2010-10-25,2011-01-25,2010
222,매입다가구(서울중랑구),서울특별시 중랑구 봉우재로5길,기존주택매입임대,340.86,7,1993-10-29,2008-12-18,2008
223,매입다가구(서울중랑구),서울특별시 중랑구 봉우재로64길,기존주택매입임대,313.94,9,1990-08-01,2008-01-25,2007
224,매입다가구(서울중랑구),서울특별시 중랑구 봉우재로71길,기존주택매입임대,313.2,10,1993-09-27,2007-06-29,2006
225,매입다가구(서울중랑구),서울특별시 중랑구 봉우재로71길 69(망우동),기존주택매입임대,365.99,9,2018-12-06,2019-06-17,2019
226,매입다가구(서울중랑구),서울특별시 중랑구 봉화산로,기존주택매입임대,304.32,6,2001-10-29,2004-12-31,2004
227,매입다가구(서울중랑구),서울특별시 중랑구 봉화산로,기존주택매입임대,171.71,5,1993-07-13,2008-01-15,2007
228,매입다가구(서울중랑구),서울특별시 중랑구 봉화산로22길,기존주택매입임대,326.77,7,2002-09-10,2007-06-29,2006
229,매입다가구(서울중랑구),서울특별시 중랑구 봉화산로2길 61(중화동 에이스빌  A동),기존주택매입임대,549.44,12,2016-05-10,2016-08-10,2016
230,매입다가구(서울중랑구),서울특별시 중랑구 봉화산로2길 61(중화동 에이스빌  B동),기존주택매입임대,549.44,12,2016-05-10,2016-08-10,2016
231,매입다가구(서울중랑구),서울특별시 중랑구 봉화산로30길 81(상봉동),기존주택매입임대,569.76,11,2018-12-17,2019-01-31,2018
232,매입다가구(서울중랑구),서울특별시 중랑구 봉화산로30길 83(상봉동),기존주택매입임대,535.31,10,2018-12-17,2019-01-31,2018
233,매입다가구(서울중랑구),서울특별시 중랑구 봉화산로30길 85(상봉동),기존주택매입임대,564.86,10,2018-12-17,2019-01-31,2018
234,매입다가구(서울중랑구),서울특별시 중랑구 봉화산로30길 89(상봉동),기존주택매입임대,641.99,11,2018-12-14,2019-01-31,2018
235,매입다가구(서울중랑구),서울특별시 중랑구 봉화산로30길 91(상봉동),기존주택매입임대,609.04,11,2018-12-17,2019-01-31,2018
236,매입다가구(서울중랑구),서울특별시 중랑구 봉화산로3길,기존주택매입임대,259.64,7,1997-05-22,2007-06-29,2006
237,매입다가구(서울중랑구),서울특별시 중랑구 사가정로 374(면목동 킴스타워),기존주택매입임대,1783.88,63,2019-08-09,,2019
238,매입다가구(서울중랑구),서울특별시 중랑구 사가정로42길 77-5(면목동),기존주택매입임대,129.385,6,2019-09-05,,2016
239,매입다가구(서울중랑구),서울특별시 중랑구 사가정로43길 50(면목동),기존주택매입임대,85.08,6,2019-09-05,,2016
240,매입다가구(서울중랑구),서울특별시 중랑구 상봉로,기존주택매입임대,364.26,7,1995-05-02,2008-01-25,2007
241,매입다가구(서울중랑구),서울특별시 중랑구 상봉로14길,기존주택매입임대,223.92,6,1993-10-16,2010-03-30,2009
242,매입다가구(서울중랑구),서울특별시 중랑구 상봉로15길,기존주택매입임대,530.33,10,2010-04-28,2010-11-14,2010
243,매입다가구(서울중랑구),서울특별시 중랑구 상봉로15길,기존주택매입임대,414.93,9,2008-10-08,2008-12-10,2008
244,매입다가구(서울중랑구),서울특별시 중랑구 상봉로16길 7,기존주택매입임대,593.64,12,2012-10-26,2013-12-31,2013
245,매입다가구(서울중랑구),서울특별시 중랑구 상봉로18길,기존주택매입임대,368.67,7,1995-03-24,2007-06-29,2006
246,매입다가구(서울중랑구),서울특별시 중랑구 상봉로1길 25-4,기존주택매입임대,300.2,6,2011-11-25,2012-02-02,2011
247,매입다가구(서울중랑구),서울특별시 중랑구 상봉로23길 11(상봉동 솔렌시아 5),기존주택매입임대,2208.17,95,2019-12-03,2020-04-23,
248,매입다가구(서울중랑구),서울특별시 중랑구 상봉로26길,기존주택매입임대,194.4,5,1991-05-03,2004-12-31,2004
249,매입다가구(서울중랑구),서울특별시 중랑구 상봉중앙로5나길 10(상봉동 시온아트빌),기존주택매입임대,1383.34,24,2019-09-05,2019-12-27,2019
250,매입다가구(서울중랑구),서울특별시 중랑구 상봉중앙로6나길 16(상봉동),기존주택매입임대,526.95,10,2017-06-20,2017-11-30,2017
251,매입다가구(서울중랑구),서울특별시 중랑구 상봉중앙로6나길 16(상봉동),기존주택매입임대,546.6,10,2017-06-20,2017-11-30,2017
252,매입다가구(서울중랑구),서울특별시 중랑구 숙선옹주로5길 10-23(묵동),기존주택매입임대,447.73,10,2015-10-23,2016-01-15,2015
253,매입다가구(서울중랑구),서울특별시 중랑구 용마공원로,기존주택매입임대,185.16,5,1993-01-20,2006-09-27,2005
254,매입다가구(서울중랑구),서울특별시 중랑구 용마공원로 41-11(망우동),기존주택매입임대,376.47,10,2016-12-27,2017-04-04,2017
255,매입다가구(서울중랑구),서울특별시 중랑구 용마산로 331,기존주택매입임대,425.04,8,2012-09-20,2013-12-31,2013
256,매입다가구(서울중랑구),서울특별시 중랑구 용마산로 331-1,기존주택매입임대,451.64,8,2012-09-27,2013-11-15,2013
257,매입다가구(서울중랑구),서울특별시 중랑구 용마산로100길,기존주택매입임대,167.36,5,1993-11-19,2007-06-29,2006
258,매입다가구(서울중랑구),서울특별시 중랑구 용마산로100길 49-20(망우동),기존주택매입임대,347.88,8,2017-03-10,2017-06-12,2017
259,매입다가구(서울중랑구),서울특별시 중랑구 용마산로100길 49-22(망우동),기존주택매입임대,348.32,8,2017-03-10,2017-06-12,2017
260,매입다가구(서울중랑구),서울특별시 중랑구 용마산로100길 49-33(망우동),기존주택매입임대,465.85,10,2017-07-27,2017-11-10,2017
261,매입다가구(서울중랑구),서울특별시 중랑구 용마산로105길 21(망우동),기존주택매입임대,428.32,16,2015-11-19,2016-02-05,2015
262,매입다가구(서울중랑구),서울특별시 중랑구 용마산로116길,기존주택매입임대,233.52,6,2004-09-14,2011-01-22,2010
263,매입다가구(서울중랑구),서울특별시 중랑구 용마산로117가길 5(신내동),기존주택매입임대,441.14,10,2015-09-15,2016-01-15,2015
264,매입다가구(서울중랑구),서울특별시 중랑구 용마산로125나길,기존주택매입임대,297.54,5,1995-11-10,2009-01-12,2008
265,매입다가구(서울중랑구),서울특별시 중랑구 용마산로79길,기존주택매입임대,369,7,2008-10-14,2009-01-05,2008
266,매입다가구(서울중랑구),서울특별시 중랑구 용마산로81길,기존주택매입임대,271.54,6,1995-10-14,2007-10-24,2007
267,매입다가구(서울중랑구),서울특별시 중랑구 용마산로94길 4-3(면목동),기존주택매입임대,793,35,2018-03-15,2018-09-20,2018
268,매입다가구(서울중랑구),서울특별시 중랑구 용마산로96길 3(망우동),기존주택매입임대,466.83,15,2016-04-25,2016-06-30,2016
269,매입다가구(서울중랑구),서울특별시 중랑구 용마산로96길 55-28 (정수아트빌),기존주택매입임대,198.66,5,2012-09-21,2014-01-29,2013
270,매입다가구(서울중랑구),서울특별시 중랑구 용마산로96나길 19(망우동),기존주택매입임대,217.12,7,2019-02-08,2019-08-26,2019
271,매입다가구(서울중랑구),서울특별시 중랑구 중랑역로,기존주택매입임대,185.95,5,1993-11-19,2007-06-29,2006
272,매입다가구(서울중랑구),서울특별시 중랑구 중랑역로14길,기존주택매입임대,173.98,4,2008-12-30,2009-06-24,2009
273,매입다가구(서울중랑구),서울특별시 중랑구 중랑천로 109(중화동),기존주택매입임대,689.55,30,2017-08-21,2017-11-29,2017
274,매입다가구(서울중랑구),서울특별시 중랑구 중랑천로 109(중화동),기존주택매입임대,689.55,30,2017-08-21,2017-11-29,2017
275,매입다가구(서울중랑구),서울특별시 중랑구 중랑천로 109(중화동),기존주택매입임대,665.35,30,2017-08-21,2017-11-29,2017
276,매입다가구(서울중랑구),서울특별시 중랑구 중랑천로 109(중화동),기존주택매입임대,456.1,20,2017-08-21,2017-11-29,2017
277,매입다가구(서울중랑구),서울특별시 중랑구 중랑천로 109(중화동),기존주택매입임대,652.96,28,2017-08-21,2017-11-29,2017
278,매입다가구(서울중랑구),서울특별시 중랑구 중랑천로 212-5(중화동 모두스타빌),기존주택매입임대,365.33,11,2019-09-17,2020-01-22,2019
279,매입다가구(서울중랑구),서울특별시 중랑구 중랑천로18길 14(중화동 송학에버빌),기존주택매입임대,494.16,10,2019-10-04,,2019
280,매입다가구(서울중랑구),서울특별시 중랑구 중랑천로20길 39(중화동),기존주택매입임대,549.9,10,2016-08-17,2017-01-12,2016
281,매입다가구(서울중랑구),서울특별시 중랑구 중랑천로20길 39(중화동),기존주택매입임대,541.57,10,2016-08-17,2016-12-07,2016
282,매입다가구(서울중랑구),서울특별시 중랑구 중랑천로20길 39(중화동),기존주택매입임대,541.57,10,2016-08-17,2016-12-07,2016
283,매입다가구(서울중랑구),서울특별시 중랑구 중랑천로20길 39(중화동),기존주택매입임대,538.6,10,2016-08-17,2017-01-12,2016
284,매입다가구(서울중랑구),서울특별시 중랑구 중랑천로20길 39(중화동),기존주택매입임대,484.74,9,2016-08-17,2016-12-07,2016
285,매입다가구(서울중랑구),서울특별시 중랑구 중랑천로24길 18-7,기존주택매입임대,367.53,8,2012-08-31,2012-12-31,2012
286,매입다가구(서울중랑구),서울특별시 중랑구 중랑천로2길,기존주택매입임대,408.56,8,2013-03-20,2015-08-19,2015
287,매입다가구(서울성북구),서울특별시 성북구 고려대로12길 17-25(안암동2가),기존주택매입임대,181.67,6,2003-05-12,2007-06-29,2006
288,매입다가구(서울성북구),서울특별시 성북구 고려대로17가길 69(안암동1가),기존주택매입임대,430.29,10,2018-11-07,2019-01-23,2018
289,매입다가구(서울성북구),서울특별시 성북구 길음로15가길 43,기존주택매입임대,432.26,8,2013-04-11,2013-12-19,2013
290,매입다가구(서울성북구),서울특별시 성북구 돌곶이로25길 25(장위동),기존주택매입임대,1717.67,31,2019-08-09,2019-12-24,2019
291,매입다가구(서울성북구),서울특별시 성북구 돌곶이로25길 83(장위동),기존주택매입임대,552.37,12,2018-12-03,2019-02-15,2018
292,매입다가구(서울성북구),서울특별시 성북구 돌곶이로9가길 26-7(석관동),기존주택매입임대,508.76,11,2019-08-21,2019-11-27,2019
293,매입다가구(서울성북구),서울특별시 성북구 동소문로,기존주택매입임대,340.43,8,2003-04-16,2009-09-01,2009
294,매입다가구(서울성북구),서울특별시 성북구 동소문로 211(돈암동),기존주택매입임대,685.42,12,2019-02-11,2019-06-05,2019
295,매입다가구(서울성북구),서울특별시 성북구 동소문로 211(돈암동),기존주택매입임대,1378.49,14,2019-02-11,2019-06-05,2019
296,매입다가구(서울성북구),서울특별시 성북구 동소문로31길,기존주택매입임대,277.12,8,1990-12-15,2008-11-14,2008
